종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"035460","기산텔레콤","4020","-370","-8.43","290","13.86",,,"3743","1.07","0","0.00"
"092440","기신정기","2250","-60","-2.60","107","21.03",,,"8561","0.26","100","4.44"
"000270","기아","168300","-6400","-3.66","19382","8.68","22104","7.61","157456","1.07","6800","4.04"
"024110","기업은행","21350","0","0.00","3183","6.71","3589","5.95","45716","0.47","1048","4.91"
"013700","까뮤이앤씨","1220","-63","-4.91","336","3.63",,,"1881","0.65","30","2.46"
"004540","깨끗한나라","1874","-25","-1.32",,,,,"4539","0.41","0","0.00"
"004545","깨끗한나라우","10030","580","6.14",,,,,,,"0","0.00"
"407400","꿈비","3850","-160","-3.99",,,,,"3316","1.16","0","0.00"
"187790","나노","6090","-190","-3.03","229","26.59",,,"1393","4.37","0","0.00"
"121600","나노신소재","73300","-4500","-5.78","136","538.97","1007","72.76","20643","3.55","250","0.34"
"286750","나노실리칸첨단소재","1377","-26","-1.85",,,,,"856","1.61","0","0.00"
"247660","나노씨엠에스","4685","-140","-2.90",,,,,"4160","1.13","0","0.00"
"039860","나노엔텍","5780","20","0.35","47","122.98",,,"2404","2.40","0","0.00"
"091970","나노캠텍","757","0","0.00",,,,,"556","1.36","0","0.00"
"417010","나노팀","10860","-720","-6.22","50","217.20",,,"2423","4.48","0","0.00"
"405920","나라셀라","2510","115","4.80","7","358.57",,,"5059","0.50","0","0.00"
"478340","나라스페이스테크놀로지","30450","-2200","-6.74",,,,,"4128","7.38","0","0.00"
"051490","나라엠앤디","3565","-145","-3.91","398","8.96",,,"7899","0.45","90","2.52"
"137080","나래나노텍","5570","-230","-3.97","3613","1.54",,,"10520","0.53","0","0.00"
"190510","나무가","18500","-500","-2.63","1741","10.63",,,"12226","1.51","728","3.94"
"242040","나무기술","4560","-15","-0.33",,,,,"1045","4.36","0","0.00"
"293580","나우IB","2500","-70","-2.72","61","40.98",,,"1101","2.27","22","0.88"
"459510","나우로보틱스","27400","-2200","-7.43",,,,,"1248","21.96","0","0.00"
"138610","나이벡","22700","-250","-1.09","416","54.57",,,"4032","5.63","0","0.00"
"130580","나이스디앤비","5390","-160","-2.88","839","6.42",,,"7506","0.72","226","4.19"
"036800","나이스정보통신","27650","-950","-3.32","4908","5.63","4858","5.69","45328","0.61","1100","3.98"
"267320","나인테크","3325","-165","-4.73",,,,,"1599","2.08","0","0.00"
"001260","남광토건","9020","-390","-4.14","539","16.73",,,"12722","0.71","0","0.00"
"008350","남선알미늄","1942","-19","-0.97","28","69.36",,,"2196","0.88","0","0.00"
"008355","남선알미우","14200","620","4.57",,,,,,,"0","0.00"
"004270","남성","7000","-290","-3.98",,,,,"33720","0.21","250","3.57"
"003920","남양유업","50200","700","1.41","888","56.53",,,"120319","0.42","1428","2.84"
"003925","남양유업우","35750","-300","-0.83",,,,,,,"1433","4.01"
"025860","남해화학","9030","-150","-1.63","608","14.85",,,"11459","0.79","90","1.00"
"111710","남화산업","3820","5","0.13","324","11.79",,,"9175","0.42","200","5.24"
"091590","남화토건","3980","-65","-1.61","931","4.27",,,"14580","0.27","100","2.51"
"168330","내츄럴엔도텍","2365","45","1.94",,,,,"759","3.12","0","0.00"
"094860","네오리진","1427","27","1.93",,,,,"943","1.51","0","0.00"
"253590","네오셈","16050","-840","-4.97","126","127.38",,,"2805","5.72","100","0.62"
"212560","네오오토","10540","560","5.61","1260","8.37",,,"11647","0.90","200","1.90"
"095660","네오위즈","20250","50","0.25","2522","8.03","1994","10.15","26889","0.75","303","1.50"
"042420","네오위즈홀딩스","19830","-270","-1.34","5422","3.66",,,"56817","0.35","486","2.45"
"311390","네오크레마","4150","-85","-2.01","237","17.51",,,"5846","0.71","50","1.20"
"085910","네오티스","29050","850","3.01","330","88.03","1262","23.02","4154","6.99","200","0.69"
"092730","네오팜","19540","60","0.31","1779","10.98","1771","11.03","12490","1.56","750","3.84"
"153460","네이블","9300","-430","-4.42","390","23.85",,,"5530","1.68","0","0.00"
"007390","네이처셀","19190","470","2.51",,,,,"978","19.62","0","0.00"
"033640","네패스","29600","-3600","-10.84","719","41.17",,,"5360","5.52","0","0.00"
"330860","네패스아크","41800","-2350","-5.32","280","149.29","1908","21.91","13841","3.02","0","0.00"
"351320","넥사다이내믹스","1535","63","4.28",,,,,"715","2.15","0","0.00"
"005720","넥센","6940","-190","-2.66","1757","3.95",,,"26875","0.26","175","2.52"
"005725","넥센우","4510","-170","-3.63",,,,,,,"180","3.99"
"002350","넥센타이어","6890","-220","-3.09","1469","4.69","1605","4.29","19967","0.35","200","2.90"
"002355","넥센타이어1우B","4275","-105","-2.40",,,,,,,"205","4.80"
"089140","넥스턴앤롤코리아","2005","-65","-3.14",,,,,"9061","0.22","0","0.00"
"389650","넥스트바이오메디컬","54700","-2900","-5.03",,,"2","32310.08","5864","9.33","0","0.00"
"137940","넥스트아이","263","0","0.00",,,,,"514","0.51","0","0.00"
"396270","넥스트칩","6690","-210","-3.04",,,,,"552","12.12","0","0.00"
"348210","넥스틴","69300","-200","-0.29",,,"3056","22.68","14724","4.71","510","0.74"
"092790","넥스틸","17360","-1320","-7.07","1386","12.53",,,"17845","0.97","1155","6.65"
"225570","넥슨게임즈","10810","-200","-1.82",,,,,"4052","2.67","0","0.00"
"205500","넥써쓰","1599","39","2.50",,,,,"504","3.17","0","0.00"
"217270","넵튠","3440","-100","-2.82",,,,,"7036","0.49","0","0.00"
"251270","넷마블","41950","-800","-1.87","2746","15.28","4457","9.41","66269","0.63","876","2.09"
"104620","노랑풍선","4555","-125","-2.67",,,,,"2380","1.91","0","0.00"
"090350","노루페인트","8120","-130","-1.58","804","10.10",,,"20328","0.40","400","4.93"
"090355","노루페인트우","12550","-530","-4.05",,,,,,,"405","3.23"
"000320","노루홀딩스","20550","-750","-3.52","3090","6.65",,,"47919","0.43","600","2.92"
"000325","노루홀딩스우","29600","350","1.20",,,,,,,"605","2.04"
"473980","노머스","16090","-570","-3.42","1359","11.84","1833","8.78","9419","1.71","0","0.00"
"194700","노바렉스","14360","-640","-4.27","2000","7.18","2267","6.33","14257","1.01","400","2.79"
"285490","노바텍","21000","-800","-3.67","1885","11.14",,,"16898","1.24","2871","13.67"
"145170","노브랜드","5150","250","5.10","311","16.56",,,"9360","0.55","0","0.00"
"106520","노블엠앤비","411","0","0.00",,,,,"459","0.90","0","0.00"
"376930","노을","1140","-30","-2.56",,,,,"501","2.28","0","0.00"
"486990","노타","31500","-1200","-3.67",,,,,"1288","24.46","0","0.00"
"006280","녹십자","137300","3100","2.31",,,"3586","38.29","106673","1.29","1500","1.09"
"142280","녹십자엠에스","4755","735","18.28","169","28.14",,,"2040","2.33","0","0.00"
"234690","녹십자웰빙","10430","-440","-4.05","564","18.49",,,"6351","1.64","140","1.34"
"005250","녹십자홀딩스","14320","1160","8.81",,,,,"19826","0.72","300","2.09"
"005257","녹십자홀딩스2우","24400","1850","8.20",,,,,,,"300","1.23"
"004370","농심","365500","-7500","-2.01","29342","12.46","31523","11.59","485193","0.75","6000","1.64"
"072710","농심홀딩스","93300","-2700","-2.81","24706","3.78",,,"284823","0.33","3000","3.22"
"069140","누리플랜","1764","-69","-3.76","16","110.25",,,"2750","0.64","0","0.00"
"040160","누리플렉스","17240","-540","-3.04",,,,,"6261","2.75","0","0.00"
"332290","누보","1185","-15","-1.25","29","40.86","153","7.74","881","1.35","0","0.00"
"348340","뉴로메카","75700","8600","12.82",,,,,"1211","62.51","0","0.00"
"380550","뉴로핏","18100","-220","-1.20",,,,,"1672","10.83","0","0.00"
"060260","뉴보텍","1330","-19","-1.41","141","9.43",,,"1710","0.78","10","0.75"
"463020","뉴엔AI","12120","-580","-4.57",,,,,"6023","2.01","0","0.00"
"123840","뉴온","4415","-15","-0.34",,,,,"15220","0.29","0","0.00"
"012340","뉴인텍","1406","-35","-2.43",,,,,"1415","0.99","0","0.00"
"462310","뉴키즈온","3760","-300","-7.39",,,,,"5618","0.67","0","0.00"
"270870","뉴트리","4120","-125","-2.94",,,,,"11542","0.36","0","0.00"
"144960","뉴파워프라즈마","8580","1150","15.48","211","40.66",,,"7057","1.22","50","0.58"
"085670","뉴프렉스","6130","-240","-3.77","360","17.03",,,"4434","1.38","100","1.63"
"064260","다날","7070","-250","-3.42",,,,,"4033","1.75","0","0.00"
"340360","다보링크","1402","-56","-3.84",,,,,"297","4.72","0","0.00"
"039560","다산네트웍스","4955","-55","-1.10",,,,,"6733","0.74","20","0.40"
"208860","다산디엠씨","1160","-47","-3.89",,,,,"1638","0.71","0","0.00"
"154040","다산솔루에타","1143","-12","-1.04","678","1.69",,,"2929","0.39","0","0.00"
"058730","다스코","3335","-115","-3.33",,,,,"8046","0.41","0","0.00"
"030210","다올투자증권","4180","-190","-4.35","641","6.52",,,"9169","0.46","240","5.74"
"023590","다우기술","44250","-3300","-6.94","11707","3.78",,,"79869","0.55","1800","4.07"
"032190","다우데이타","21950","-1400","-6.00","5713","3.84",,,"42047","0.52","550","2.51"
"323350","다원넥스뷰","22350","-550","-2.40","434","51.50",,,"2351","9.51","0","0.00"
"068240","다원시스","2530","0","0.00",,,,,,,"0","0.00"
"145210","다이나믹디자인","224","0","0.00",,,,,"1059","0.21","0","0.00"
"290660","다이나믹솔루션","1019","-120","-10.54",,,,,"704","1.45","0","0.00"
"483650","달바글로벌","247000","28500","13.04","6594","37.46","11005","22.44","16022","15.42","2629","1.06"
"464580","닷밀","2035","15","0.74","43","47.33",,,"1863","1.09","0","0.00"
"019680","대교","1298","-12","-0.92",,,,,"3375","0.38","60","4.62"
"019685","대교우B","1000","-6","-0.60",,,,,,,"60","6.00"
"006370","대구백화점","5580","-370","-6.22",,,,,"15711","0.36","0","0.00"
"008060","대덕","19790","660","3.45","103","192.14",,,"17702","1.12","1155","5.84"
"00806K","대덕1우","12380","-50","-0.40",,,,,,,"1160","9.37"
"353200","대덕전자","128000","2200","1.75","924","138.53","4265","30.01","17419","7.35","500","0.39"
"35320K","대덕전자1우","38500","3800","10.95",,,,,,,"505","1.31"
"000490","대동","10480","380","3.76",,,,,"17840","0.59","100","0.95"
"020400","대동금속","4085","-125","-2.97",,,,,"6832","0.60","60","1.47"
"008830","대동기어","19920","320","1.63",,,,,"8806","2.26","40","0.20"
"048470","대동스틸","3270","-135","-3.96","30","109.00",,,"7633","0.43","30","0.92"
